kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_jiwa,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian,ketinggian_air_min(cm),ketinggian_air_max(cm),jumlah_kejadian,jumlah_terdampak_kk,tanggal_kejadian
Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,rw 04,1,1,0,0,0,0,0,0,0,0,0,10,30,2,0,"20, 25  februari"
Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"rw 01,  05, ",2,5,0,0,0,0,0,0,0,0,0,10,60,2,0,"20, 25  februari"
Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"rw 01, 06",2,2,0,0,0,0,0,0,0,0,0,10,30,2,0,"23, 25 februari"
Jakarta Selatan,MAMPANG PRAPATAN,KUNINGAN BARAT,"rw 04, 05",2,2,0,0,0,0,0,0,0,0,0,10,30,1,0,25 februari
Jakarta Selatan,MAMPANG PRAPATAN,MAMPANG PRAPATAN,"rw 05, ",1,3,0,0,0,0,0,0,0,0,0,120,120,1,0,23 februari
Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,"rw 04, 06",2,2,0,0,0,0,0,0,0,0,0,10,30,2,0,"22, 25  februari"
Jakarta Selatan,PANCORAN,CIKOKO,"rw 01, 04",2,2,0,0,0,0,0,0,0,0,0,10,25,2,0,"8,23 februari"
Jakarta Selatan,PANCORAN,PENGADEGAN,"rw 01, 02, 07",3,3,121,0,0,0,0,121,1,0,0,50,150,5,32,"8, 20, 22, 23, 24  februari"
Jakarta Selatan,PANCORAN,RAWAJATI,"rw 01, 03, 06, 07",4,4,282,1,0,0,0,282,3,0,0,200,200,4,109,"8, 20, 22, 24  februari"
Jakarta Selatan,PANCORAN,DUREN TIGA,"rw 05, ",1,1,0,1,0,0,0,0,0,0,0,10,50,3,0,"22, 23, 25  februari"
Jakarta Selatan,PASAR MINGGU,JATI PADANG,rw 06,1,4,0,0,0,0,0,0,0,0,0,30,40,1,0,25 februari
Jakarta Selatan,PASAR MINGGU,KEBAGUSAN,"rw 06, 07",2,3,0,0,0,0,0,0,0,0,0,5,40,1,0,25 februari
Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"rw 03, 04, 05, 06, 07, 08, 09, 10, 11, 12 ",10,14,329,0,0,0,0,0,0,0,0,30,120,4,132,"8, 16, 20, 24 februari"
Jakarta Selatan,PASAR MINGGU,RAGUNAN,"rw 04, 09",2,2,0,0,0,0,0,0,0,0,0,25,50,2,0,"23, 25  februari"
Jakarta Selatan,PASAR MINGGU,PASAR MINGGU,rw 05,1,1,0,0,0,0,0,0,0,0,0,15,15,1,0,25 februari
Jakarta Selatan,PESANGGRAHAN,BINTARO,"rw 05, ",1,1,0,0,0,0,0,0,0,0,0,10,30,2,0,"20, 25 februari"
Jakarta Selatan,PESANGGRAHAN,PETUKANGAN SELATAN,"rw 01, 06",2,4,0,0,0,0,0,0,0,0,0,10,30,1,0,25 februari
Jakarta Selatan,SETIABUDI,GUNTUR,rw 06,1,1,0,0,0,0,0,0,0,0,0,40,40,1, ,23 februari
Jakarta Selatan,SETIABUDI,KARET SEMANGGI,rw 04,1,1,0,0,0,0,0,0,0,0,0,10,80,3,0,"22, 23, 25  februari"
Jakarta Selatan,SETIABUDI,PASAR MANGGIS,rw 05,1,1,0,0,0,0,0,0,0,0,0,40,40,1,0,23 februari
Jakarta Selatan,SETIABUDI,KARET,"rw 02, 07",2,2,0,0,0,0,0,0,0,0,0,20,30,1,0,23 februari
Jakarta Selatan,SETIABUDI,MENTENG ATAS,rw 07,1,1,0,0,0,0,0,0,0,0,0,20,20,1,0,23 februari
Jakarta Selatan,TEBET,MANGGARAI,"rw 01, 04, 05, 09, 10, 11",6,9,15,0,0,0,0,15,1,0,0,10,80,4,4,"8, 20 , 23,24 februari"
Jakarta Selatan,TEBET,MANGGARAI SELATAN,"rw 02, 05",2,2,0,0,0,0,0,0,0,0,0,20,30,1,0,23 februari
Jakarta Selatan,TEBET,BUKIT DURI,"rw 06, 08, 11, 12",4,4,0,0,0,0,0,0,0,0,0,10,100,2,0,"8,25 februari"
Jakarta Selatan,TEBET,KEBON BARU,"rw 01, 02, 04, 05, 06, 08, 10, 12 ",8,8,420,0,0,0,0,420,1,0,0,10,60,5,105,"8, 20, 23, 24, 25  februari"
Jakarta Selatan,TEBET,MENTENG DALAM,"rw 01, 08, 10, 11, ",4,6,0,0,0,0,0,0,0,0,0,10,130,1,0,23 februari
Jakarta Timur,CAKUNG,CAKUNG BARAT,"rw 03, 06,07,  08, 09",5,11,98,0,0,0,0,98,3,0,0,10,100,2,24,"8, 23 februari"
Jakarta Timur,CAKUNG,CAKUNG TIMUR,"rw 05,06, 07, 08, 09, 10, 12",7,23,630,0,0,0,0,193,5,0,0,5,100,4,275,"22, 23, 24, 27  februari"
Jakarta Timur,CAKUNG,PENGGILINGAN,"rw 03, 05, 08",3,5,0,0,0,0,0,0,0,0,0,10,50,4,0,"8, 16, 23, 25 februari"
Jakarta Timur,CAKUNG,RAWA TERATE,"rw 04, 05, 06",3,13,2564,0,0,0,0,471,3,0,0,30,250,8,641,"1,2,3,8, 20, 22,23, 25 februari"
Jakarta Timur,CAKUNG,JATINEGARA,"rw 02, 06, 08, 09, 11",5,6,0,0,0,0,0,0,0,0,0,10,60,3,0,"16,23, 25 februari"
Jakarta Timur,CAKUNG,PULO GEBANG,"rw 05, 08, 10, 14, 15 16",6,7,0,0,0,0,0,0,0,0,0,10,90,3,0,"16,23, 25 februari"
Jakarta Timur,CIPAYUNG,BAMBU APUS,"rw 02,  03, 05",3,5,0,0,0,0,0,0,0,0,0,20,50,2,0,"8, 25 februari"
Jakarta Timur,CIPAYUNG,CIPAYUNG,"rw 02, 04",2,2,0,0,0,0,0,0,0,0,0,10,35,2,0,"16, 25  februari"
Jakarta Timur,CIPAYUNG,LUBANG BUAYA,"rw 03, 04,09, 12",4,10,0,0,0,0,0,80,2,0,0,10,60,5,0,"8, 16, 23, 25, 28   februari"
Jakarta Timur,CIPAYUNG,SETU,rw 01,1,2,0,0,0,0,0,0,0,0,0,30,30,1,0,28 februari
Jakarta Timur,CIPAYUNG,CILANGKAP,"rw 03, 04, 06",3,7,0,0,0,0,0,0,0,0,0,15,40,2,0,"25, 28 februari"
Jakarta Timur,CIRACAS,CIBUBUR,"rw 02, 03, 05, 10, 12",5,14,0,0,0,0,0,0,0,0,0,10,100,2,0,"15, 25 februari"
Jakarta Timur,CIRACAS,KELAPA DUA WETAN,"rw 02, 08, 09, 011",4,7,0,0,0,0,0,0,0,0,0,5,40,1,0,25 februari
Jakarta Timur,CIRACAS,RAMBUTAN,"rw 01, 02, 03, 05, 06",5,18,2286,0,0,0,0,10,1,0,0,10,60,3,774,"16,23, 25 februari"
Jakarta Timur,CIRACAS,SUSUKAN,rw 05,1,4,0,0,0,0,0,0,0,0,0,30,40,1,0,23 februari
Jakarta Timur,DUREN SAWIT,KLENDER,"rw  07, 09, 11, 13, 16, 17, 18",7,7,0,0,0,0,0,0,0,0,0,10,80,3,0,"16, 23, 25   februari"
Jakarta Timur,DUREN SAWIT,MALAKA JAYA,"rw 01, 03, 04, 10, 12, 13",6,13,0,0,0,0,0,0,0,0,0,20,100,2,0,"23, 25  februari"
Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,"rw 06, 01, 07, 05",4,7,130,0,0,0,0,0,0,0,0,20,70,1,50,23 februari
Jakarta Timur,DUREN SAWIT,PONDOK KELAPA,"rw 04, 06,08,  09, 10, 12, 13",7,16,2132,0,0,0,0,320,4,0,0,10,100,3,386,"8, 16, 25  februari"
Jakarta Timur,DUREN SAWIT,PONDOK KOPI,"rw 03, 04, 05, 06, 07, 10",6,32,0,0,0,0,0,0,0,0,0,10,60,2,0,"8, 25 februari"
Jakarta Timur,DUREN SAWIT,DUREN SAWIT,"rw 01, 05, 09, 10,13, 15,16,  17",8,9,0,0,0,0,0,0,0,0,0,10,50,3,0,"8, 16, 23  februari"
Jakarta Timur,DUREN SAWIT,MALAKA SARI,rw 09,1,1,0,0,0,0,0,0,0,0,0,30,70,1,0,25 februari
Jakarta Timur,JATINEGARA,BIDARA CINA,"rw 01, 02., 03, 05, 06,  07,08, 09,  10, 11, 12, 14, 15",13,23,3904,0,0,0,0,479,7,0,0,10,100,8,1185,"8, 15, 16 , 20, 22, 23, 24, 25  februari"
Jakarta Timur,JATINEGARA,CIPINANG BESAR UTARA,rw 13,1,1,0,0,0,0,0,0,0,0,0,10,20,1,0,25 februari
Jakarta Timur,JATINEGARA,CIPINANG MUARA,"rw  11, 13, 16",3,4,708,0,0,0,0,213,2,0,0,10,80,5,191,"8, 16, 23, 25, 28  februari"
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"rw 03,04, 05,06, 07, 08",6,29,2185,0,0,0,0,858,5,0,0,10,150,6,392,"6, 8, 16,20, 23, 24  februari"
Jakarta Timur,JATINEGARA,RAWA BUNGA,"rw 02, 03, 04, 05, 06, ",5,6,0,0,0,0,0,0,0,0,0,10,70,3,0,"8, 23, 25  februari"
Jakarta Timur,JATINEGARA,CIPINANG CEMPEDAK,rw 03,1,1,0,0,0,0,0,0,0,0,0,50,50,1,0,23 februari
Jakarta Timur,KRAMAT JATI,BALE KAMBANG,"rw 01, 02, 05, ",3,8,244,0,0,0,0,230,3,0,0,20,100,3,60,"8, 20, 25  februari"
Jakarta Timur,KRAMAT JATI,BATU AMPAR,"rw 01,  03, 04, 05, 06",5,5,0,0,0,0,0,0,0,0,0,10,60,2,0,"23, 25  februari"
Jakarta Timur,KRAMAT JATI,CAWANG,"rw 01, 02, 03, 04, 05, 07, 08, 09, 10, 11, 12, ",11,30,0,1,0,0,0,58,2,0,0,10,150,8,0,"8, 15, 16, 20, 22,23, 24, 25  februari"
Jakarta Timur,KRAMAT JATI,CILILITAN,"rw 01, 05, 06, 07, 16",5,10,0,0,0,0,0,220,5,0,0,10,100,5,0,"8, 20, 23, 24, 25  februari"
Jakarta Timur,KRAMAT JATI,DUKUH,"rw 01,03,04,06",4,10,0,0,0,0,0,0,0,0,0,5,30,2,0,"23, 25  februari"
Jakarta Timur,KRAMAT JATI,TENGAH,"rw 01, 02, 03, 06, 07, 09",6,7,0,0,0,0,0,0,0,0,0,10,30,1,0,25 februari
Jakarta Timur,MAKASAR,CIPINANG MELAYU,"rw 02, 03, 04, 05, 06, 08, 10, 11,  12, 13",10,18,13450,0,0,0,0,2424,8,0,0,15,100,6,3762,"3, 8, 16, 23, 25, 28   februari"
Jakarta Timur,MAKASAR,HALIM PERDANA KUSUMA,"rw 05, 07, 08, 10",4,9,0,0,0,0,0,133,1,0,0,20,50,2,0,"23, 25  februari"
Jakarta Timur,MAKASAR,KEBON PALA,"rw 01, 02, 03, 04, 05, 06, 07, 08, 09, 11",10,12,0,0,0,0,0,1256,3,0,0,50,120,4,0,"8, 16, 23, 25 februari"
Jakarta Timur,MAKASAR,MAKASAR,"rw 04, 05, 06, 07",4,17,745,0,0,0,0,553,10,0,0,30,150,2,178,"23, 25  februari"
Jakarta Timur,MAKASAR,PINANG RANTI,"rw 04, 05",2,6,0,0,0,0,0,0,0,0,0,20,100,1,0,23 februari
Jakarta Timur,MATRAMAN,KEBON MANGGIS,"rw 03, rw 04",2,15,1157,0,0,0,0,400,5,0,0,20,60,2,323,"8, 25 februari"
Jakarta Timur,MATRAMAN,PISANGAN BARU,"rw 02, 03, 04, 08, 12, 13, 14",7,7,0,0,0,0,0,0,0,0,0,10,60,2,0,"23, 25 februari"
Jakarta Timur,MATRAMAN,UTAN KAYU SELATAN,"rw 03,  12",2,5,0,0,0,0,0,0,0,0,0,10,60,2,0,"23, 25 februari"
Jakarta Timur,MATRAMAN,UTAN KAYU UTARA,"rw 05, 08",2,2,0,0,0,0,0,0,0,0,0,10,60,2,0,"23, 25 februari"
Jakarta Timur,MATRAMAN,PAL MERIAM,"rw 01,  03",2,4,0,0,0,0,0,0,0,0,0,10,60,2,0,"23, 25  februari"
Jakarta Timur,PASAR REBO,PEKAYON,rw 07,1,1,0,0,0,0,0,0,0,0,0,10,25,1,0,16 februari
Jakarta Timur,PULOGADUNG,CIPINANG,rw 12,1,1,0,0,0,0,0,0,0,0,0,40,40,1,0,23 februari
Jakarta Timur,PULOGADUNG,JATI,"rw 01, 11",2,2,0,0,0,0,0,0,0,0,0,10,60,2,0,"8, 25 februari"
Jakarta Timur,PULOGADUNG,KAYU PUTIH,"rw 08, 09, 10, 11, 12, 13, 14, 15, 16",9,35,8103,0,0,0,0,975,4,0,0,10,100,3,2761,"8,23, 23  februari"
Jakarta Timur,PULOGADUNG,PISANGAN TIMUR,"rw 04, 06, 12, 15",4,4,0,0,0,0,0,0,0,0,0,50,100,2,0,"8, 23  februari"
Jakarta Timur,PULOGADUNG,PULOGADUNG,"rw 01, 02, 03,04, 05, 06, 08, 09",8,8,0,0,0,0,0,0,0,0,0,10,100,3,0,"8, 16, 23 februari"
Jakarta Timur,PULOGADUNG,RAWAMANGUN,"rw 01, 02",2,2,0,0,0,0,0,0,0,0,0,30,30,2,0,"23, 25 februari"
Jakarta Timur,PULOGADUNG,JATINEGARA KAUM,rw 05,1,2,0,0,0,0,0,0,0,0,0,40,40,2,0,"23, 25  februari"
Jakarta Utara,CILINCING,ROROTAN,rw 04,1,1,0,0,0,0,0,0,0,0,0,30,30,1,0,1 maret
Jakarta Utara,PENJARINGAN,KAPUK MUARA,rw 01,1,1,0,0,0,0,0,0,0,0,0,10,10,2,0,"2, 18 maret"
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,"rw 01, 04, 09",3,6,0,0,0,0,0,0,0,0,0,20,40,3,0,"1, 2, 20 maret"
Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,rw 01,1,1,0,0,0,0,0,0,0,0,0,15,25,1,0,1 maret
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,"rw 03, 05",2,4,0,0,0,0,0,0,0,0,0,10,30,2,0,"2, 20 maret"
Jakarta Barat,CENGKARENG,RAWA BUAYA,"rw 01, 02, 03, 08, 10",5,13,0,0,0,0,0,0,0,0,0,10,50,1,0,22 maret
Jakarta Barat,CENGKARENG,CENGKARENG BARAT,"rw 03, 04, 06, 08, 10",5,12,0,0,0,0,0,0,0,0,0,5,30,1,0,22 maret
Jakarta Barat,KALIDERES,KALIDERES,rw 03,1,1,0,0,0,0,0,0,0,0,0,15,15,1,0,22 maret
Jakarta Barat,KALIDERES,SEMANAN,"rw 01, 03, 04, 10",4,11,0,0,0,0,0,0,0,0,0,5,30,1,0,22 maret
Jakarta Barat,PALMERAH,KOTA BAMBU UTARA,rw 04,1,1,0,0,0,0,0,0,0,0,0,10,10,1,0,22 maret
Jakarta Barat,PALMERAH,PALMERAH,rw 14,1,1,0,0,0,0,0,0,0,0,0,20,20,1,0,22 maret
Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"rw 05, 06, 07, 08, 10",5,10,517,0,0,0,0,0,0,0,0,10,160,6,170,"1, 2, 16, 25, 26, 27 maret"
Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,"rw 03, 13",2,3,0,0,0,0,0,0,0,0,0,55,100,1,0,16 maret
Jakarta Selatan,PANCORAN,PENGADEGAN,rw 01,1,1,0,0,0,0,0,0,0,0,0,90,90,2,0,"1, 28 maret"
Jakarta Selatan,PANCORAN,RAWAJATI,rw 07,1,3,0,0,0,0,0,0,0,0,0,10,40,2,0,"1, 27 maret"
Jakarta Selatan,PANCORAN,DUREN TIGA,rw 05,1,1,0,0,0,0,0,0,0,0,0,60,60,1,0,20 maret
Jakarta Selatan,TEBET,KEBON BARU,"rw 05, 06, 10",3,3,0,0,0,0,0,0,0,0,0,5,60,3,0,"1, 16, 20 maret"
Jakarta Selatan,TEBET,BUKIT DURI,rw 12,1,1,0,0,0,0,0,0,0,0,0,80,80,1,0,1 maret
Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,rw 10,1,2,0,0,0,0,0,0,0,0,0,20,100,4,0,"2, 16, 18, 20 maret"
Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"rw 01, 05, 08",3,7,0,0,0,0,0,0,0,0,0,10,115,5,0,"2, 16, 17, 20, 28 maret"
Jakarta Selatan,PESANGGRAHAN,BINTARO,"rw 05, 11, 10, 14",4,5,0,0,0,0,0,0,0,0,0,10,60,3,0,"2, 16, 20 maret"
Jakarta Selatan,CILANDAK,LEBAK BULUS,rw 08,1,1,0,0,0,0,0,0,0,0,0,70,70,1,0,16 maret
Jakarta Selatan,CILANDAK,CIPETE SELATAN,rw 07,1,1,0,0,0,0,0,0,0,0,0,15,15,1,0,16 maret
Jakarta Selatan,CILANDAK,PONDOK LABU,"rw 01, 03, 07, 10",4,7,0,0,0,0,0,0,0,0,0,10,50,1,0,16 maret
Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"rw 02, 03, 04",3,4,0,0,0,0,0,0,0,0,0,20,40,1,0,16 maret
Jakarta Selatan,MAMPANG PRAPATAN,KUNINGAN BARAT,rw 05,1,3,0,0,0,0,0,0,0,0,0,40,40,1,0,16 maret
Jakarta Selatan,JAGAKARSA,CIPEDAK,rw 04,1,1,0,0,0,0,0,0,0,0,0,70,70,1,0,16 maret
Jakarta Selatan,SETIABUDI,MENTENG ATAS,"rw 07, 08, 09, 14, 15",5,5,0,0,0,0,0,0,0,0,0,10,60,1,0,20 maret
Jakarta Timur,JATINEGARA,CIPINANG MUARA,rw 13,1,2,456,0,0,0,0,65,1,0,0,5,50,3,118,"1, 2, 16 maret "
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"rw 04, 05, 07, 08",4,25,1068,0,0,0,0,186,3,0,0,20,110,10,326,"1, 2, 16, 18, 23, 25, 26, 27, 28, 30 maret "
Jakarta Timur,JATINEGARA,BIDARA CINA,"rw 05, 06, 07, 10, 11",5,12,4838,0,0,0,0,26,3,0,0,20,140,8,1711,"1, 2, 16, 18, 25, 26, 27, 30 maret "
Jakarta Timur,KRAMAT JATI,CAWANG,"rw 01, 02, 03, 05, 08, 12",6,15,0,0,0,0,0,0,0,0,0,10,115,9,0,"1, 2, 16, 23, 25, 26, 27, 28, 30 maret"
Jakarta Timur,KRAMAT JATI,CILILITAN,"rw 06, 07",2,6,43,0,0,0,0,0,0,0,0,5,100,4,10,"1, 16, 25, 28 maret"
Jakarta Timur,KRAMAT JATI,TENGAH,rw 05,1,1,0,0,0,0,0,0,0,0,0,70,70,1,0,16 maret
Jakarta Timur,CIPAYUNG,LUBANG BUAYA,rw 12,1,1,0,0,0,0,0,0,0,0,0,20,20,1,0,1 maret
Jakarta Timur,CIPAYUNG,PONDOK RANGGON,rw 01,1,1,10,0,0,0,0,10,1,0,0,20,80,1,4,1 maret
Jakarta Timur,CIPAYUNG,CILANGKAP,"rw 03, 04, 05, 06",4,5,0,0,0,0,0,0,0,0,0,10,40,1,0,16 maret
Jakarta Timur,CAKUNG,CAKUNG TIMUR,"rw 01, 05, 06, 09, 10, 12",6,13,207,0,0,0,0,39,2,0,0,10,60,2,114,"1, 2 maret"
Jakarta Timur,CIRACAS,CIBUBUR,rw 03,1,2,100,0,0,0,0,16,1,0,0,20,100,1,40,1 maret
Jakarta Timur,CIRACAS,CIRACAS,rw 03,1,1,0,0,0,0,0,0,0,0,0,30,40,1,0,2 maret
Jakarta Timur,PASAR REBO,PEKAYON,rw 07,1,1,0,0,0,0,0,0,0,0,0,20,100,1,0,1 maret
Jakarta Timur,PASAR REBO,KALISARI,rw 10,1,1,0,0,0,0,0,0,0,0,0,70,70,1,0,16 maret
Jakarta Timur,MAKASAR,CIPINANG MELAYU,"rw 03, 04",2,11,1598,0,0,0,0,96,2,0,0,10,100,2,364,"1, 16 maret"
Jakarta Timur,MAKASAR,PINANG RANTI,rw 04,1,2,0,0,0,0,0,0,0,0,0,10,15,1,0,16 maret
Jakarta Timur,MAKASAR,MAKASAR,"rw 05, 07",2,5,850,0,0,0,0,15,1,0,0,10,20,1,200,16 maret
Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,rw 04,1,2,0,0,0,0,0,0,0,0,0,10,30,1,0,2 maret
